loss,root_mean_squared_error,val_loss,val_root_mean_squared_error,Epoch,Modell
0.00011684260243782774,0.010809375904500484,0.0005006702849641442,0.02237566187977791,6,Modell 5
0.00012071728997398168,0.010987142100930214,0.0005586192128248513,0.023635126650333405,7,Modell 5
0.00011220563465030864,0.010592715814709663,0.000639513717032969,0.02528860792517662,8,Modell 5
9.406074968865141e-05,0.009698492474853992,0.0006802227580919862,0.026081079617142677,9,Modell 5
0.0018050555372610688,0.04248594492673874,0.0021440000273287296,0.04630334675312042,1,Modell 6
0.00045284657971933484,0.021280191838741302,0.005702626891434193,0.0755157396197319,2,Modell 6
0.00027630850672721863,0.016622530296444893,0.002488198922947049,0.04988184943795204,3,Modell 6
0.0001942532107932493,0.01393747515976429,0.0010907560354098678,0.033026594668626785,4,Modell 6
0.00015925333718769252,0.0126195615157485,0.00043801445281133056,0.020928794518113136,5,Modell 6
0.00016402453184127808,0.012807206250727177,0.00036052591167390347,0.018987519666552544,6,Modell 6
0.0001484809909015894,0.012185277417302132,0.00036265133530832827,0.01904340647161007,7,Modell 6
0.00014045400894246995,0.011851329356431961,0.0004312937962822616,0.020767614245414734,8,Modell 6
0.00013547440175898373,0.011639347299933434,0.0005750439595431089,0.023980073630809784,9,Modell 6
0.00014171384100336581,0.011904362589120865,0.0003300312382634729,0.018166761845350266,10,Modell 6
0.00013117940397933125,0.01145335752516985,0.0004853971768170595,0.02203173190355301,11,Modell 6
0.0001356644497718662,0.011647508479654789,0.0004929395508952439,0.02220224216580391,12,Modell 6
0.00012224361125845462,0.011056383140385151,0.00033658009488135576,0.018346119672060013,13,Modell 6
0.00011590147914830595,0.010765754617750645,0.0003472749958746135,0.01863531582057476,14,Modell 6
0.00011209525109734386,0.010587504133582115,0.000350805523339659,0.0187298022210598,15,Modell 6
0.000979144242592156,0.031291279941797256,0.003776978701353073,0.06145712733268738,1,Modell 7
0.00024545600172132254,0.015667036175727844,0.0005907024024054408,0.02430436946451664,2,Modell 7
0.00019130061264149845,0.01383114606142044,0.0009161092457361519,0.030267296358942986,3,Modell 7
0.00016746275650803,0.012940740212798119,0.00039574579568579793,0.019893361255526543,4,Modell 7
0.00015108054503798485,0.012291482649743557,0.0004306086339056492,0.020751111209392548,5,Modell 7
0.0001229876943398267,0.011089981533586979,0.00032955122878775,0.018153546378016472,6,Modell 7
0.00012031286314595491,0.010968722403049469,0.0005836406489834189,0.02415865659713745,7,Modell 7
0.00010254333028569818,0.010126368142664433,0.0017474291380494833,0.041802261024713516,8,Modell 7
9.56263902480714e-05,0.009778874926269054,0.0012140461476519704,0.034843165427446365,9,Modell 7
0.00010043407382909209,0.010021680034697056,0.0005859277443960309,0.024205943569540977,10,Modell 7
9.250868606613949e-05,0.009618143551051617,0.0004780540184583515,0.021864445880055428,11,Modell 7
0.001449853414669633,0.038076940923929214,0.009738072752952576,0.09868167340755463,1,Modell 8
0.0003647137200459838,0.019097479060292244,0.0022324048914015293,0.04724833369255066,2,Modell 8
0.00025884894421324134,0.016088783740997314,0.0006323698908090591,0.0251469649374485,3,Modell 8
0.0002488128957338631,0.015773804858326912,0.0005595311522483826,0.023654410615563393,4,Modell 8
0.00022511795395985246,0.0150039317086339,0.0010350269731134176,0.032171834260225296,5,Modell 8
0.0001806511718314141,0.013440653681755066,0.0008926503360271454,0.029877254739403725,6,Modell 8
0.0002068031462840736,0.014380651526153088,0.0006359937833622098,0.025218917056918144,7,Modell 8
0.0001823259808588773,0.013502813875675201,0.0004938916536048055,0.02222367376089096,8,Modell 8
0.00017437359201721847,0.013205058872699738,0.0010708600748330355,0.03272399678826332,9,Modell 8
0.00016892161511350423,0.012996984645724297,0.0009276269120164216,0.030456967651844025,10,Modell 8
0.00014079833636060357,0.011865847744047642,0.000625497312285006,0.025009945034980774,11,Modell 8
0.00014038737572263926,0.011848517693579197,0.0007898043841123581,0.028103457763791084,12,Modell 8
0.0001349537051282823,0.011616957373917103,0.0008555962704122066,0.029250577092170715,13,Modell 8
0.002146325074136257,0.04632844775915146,0.0030456441454589367,0.05518735572695732,1,Modell 9
0.0006655702600255609,0.025798648595809937,0.0068138898350298405,0.08254628628492355,2,Modell 9
0.0004141310346312821,0.02035021036863327,0.0034824416507035494,0.059012215584516525,3,Modell 9
0.0003018880379386246,0.017374925315380096,0.002479269402101636,0.04979226365685463,4,Modell 9
0.00028403769829310477,0.016853418201208115,0.0011235943529754877,0.033520057797431946,5,Modell 9
0.0002508589532226324,0.01583852805197239,0.0008696739678271115,0.029490234330296516,6,Modell 9
0.00023785846133250743,0.015422660857439041,0.0009204903617501259,0.03033958375453949,7,Modell 9
0.000227994256420061,0.015099478885531425,0.0006914016557857394,0.026294518262147903,8,Modell 9
0.0002278989995829761,0.015096324495971203,0.0009748859447427094,0.03122316300868988,9,Modell 9
0.00023743310885038227,0.015408864244818687,0.0006161431083455682,0.024822229519486427,10,Modell 9
0.0002032928168773651,0.01425807923078537,0.0009487710776738822,0.030802126973867416,11,Modell 9
0.0002014048077398911,0.014191715978085995,0.0011286941589787602,0.03359604254364967,12,Modell 9
0.0001917443732963875,0.01384717971086502,0.0008412596071138978,0.029004475101828575,13,Modell 9
0.00017841436783783138,0.013357183896005154,0.0008555797976441681,0.02925029583275318,14,Modell 9
0.00015389804320875555,0.01240556500852108,0.0009576028096489608,0.030945157632231712,15,Modell 9
0.000741546624340117,0.027231354266405106,0.0016883902717381716,0.04109002649784088,1,Modell 10
0.00011573063238756731,0.010757816955447197,0.0003299833624623716,0.01816544495522976,2,Modell 10
0.00010166189895244315,0.01008275244385004,0.0003237344790250063,0.017992623150348663,3,Modell 10
0.00010670021583791822,0.010329579934477806,0.0003662642266135663,0.01913803070783615,4,Modell 10
9.064134064828977e-05,0.0095205744728446,0.0002998009731527418,0.017314761877059937,5,Modell 10
8.104123116936535e-05,0.009002290666103363,0.0003013538080267608,0.017359545454382896,6,Modell 10
7.687094330321997e-05,0.008767607621848583,0.0003590008127503097,0.018947316333651543,7,Modell 10
6.569697870872915e-05,0.008105367422103882,0.00033411933691240847,0.018278932198882103,8,Modell 10
6.990480324020609e-05,0.008360909298062325,0.0003629302664194256,0.019050728529691696,9,Modell 10
6.035640399204567e-05,0.007768938317894936,0.00027743529062718153,0.016656389459967613,10,Modell 10
5.445486749522388e-05,0.007379353977739811,0.0005038641393184662,0.02244691736996174,11,Modell 10
5.7270615798188373e-05,0.007567735388875008,0.00024537896388210356,0.01566457748413086,12,Modell 10
5.312326902640052e-05,0.007288570981472731,0.0003391197242308408,0.01841520331799984,13,Modell 10
5.471239273902029e-05,0.007396782748401165,0.0002699052856769413,0.016428794711828232,14,Modell 10
5.146047260495834e-05,0.007173595484346151,0.00038571463664993644,0.019639618694782257,15,Modell 10
4.7305700718425214e-05,0.006877914071083069,0.0003101033507846296,0.017609750851988792,16,Modell 10
4.835008439840749e-05,0.006953422445803881,0.0002799367648549378,0.01673131063580513,17,Modell 10
0.0011872464092448354,0.034456443041563034,0.009272364899516106,0.0962931215763092,1,Modell 11
0.00025886157527565956,0.016089174896478653,0.0015396445523947477,0.039238303899765015,2,Modell 11
0.00012534261622931808,0.011195651255548,0.00038833924918435514,0.019706325605511665,3,Modell 11
0.0001128235599026084,0.010621843859553337,0.00040246601565741,0.02006155624985695,4,Modell 11
0.00010114264296134934,0.010056969709694386,0.0004099442739970982,0.0202470812946558,5,Modell 11
8.990053174784407e-05,0.009481589309871197,0.000575086276512593,0.02398095652461052,6,Modell 11
8.89007787918672e-05,0.009428720921278,0.0004990011220797896,0.02233833260834217,7,Modell 11
8.394039468839765e-05,0.009161898866295815,0.0003671522717922926,0.019161218777298927,8,Modell 11
8.304669609060511e-05,0.00911299604922533,0.00039386950084008276,0.019846145063638687,9,Modell 11
8.21447029011324e-05,0.00906337145715952,0.0005867439322173595,0.02422279864549637,10,Modell 11
8.240039460361004e-05,0.00907746609300375,0.0003207928966730833,0.01791069284081459,11,Modell 11
7.173464837251231e-05,0.008469630964100361,0.00047682071453891695,0.02183622494339943,12,Modell 11
8.23440495878458e-05,0.009074361994862556,0.0003630417340900749,0.019053654745221138,13,Modell 11
7.276987889781594e-05,0.008530526421964169,0.0005317218601703644,0.023059094324707985,14,Modell 11
6.936915451660752e-05,0.0083288149908185,0.0003047359059564769,0.01745668612420559,15,Modell 11
5.8974066632799804e-05,0.007679457310587168,0.00029057436040602624,0.017046241089701653,16,Modell 11
6.209265848156065e-05,0.007879889570176601,0.0003756200021598488,0.01938091777265072,17,Modell 11
5.2237526688259095e-05,0.007227553520351648,0.000283155997749418,0.016827240586280823,18,Modell 11
5.871079338248819e-05,0.007662296760827303,0.0003296486393082887,0.018156228587031364,19,Modell 11
5.9147878346266225e-05,0.007690765894949436,0.00030338665237650275,0.017417997121810913,20,Modell 11
0.00259751477278769,0.050965819507837296,0.011498915031552315,0.10723299533128738,1,Modell 12
0.0005067740567028522,0.022511642426252365,0.008207741193473339,0.09059658646583557,2,Modell 12
0.000332390220137313,0.018231572583317757,0.004411638714373112,0.06642016768455505,3,Modell 12
0.0002107628242811188,0.014517673291265965,0.002238974906504154,0.047317806631326675,4,Modell 12
0.0001501803199062124,0.012254808098077774,0.0015350034227594733,0.03917912021279335,5,Modell 12
0.00011939387331949547,0.010926750488579273,0.0005382221424952149,0.023199616000056267,6,Modell 12
0.00011279871978331357,0.01062067411839962,0.00037600271753035486,0.019390789791941643,7,Modell 12
0.00011088584142271429,0.010530234314501286,0.000435996160376817,0.020880520343780518,8,Modell 12
0.00010189860040554777,0.010094483382999897,0.00036447335151024163,0.019091185182332993,9,Modell 12
0.00010670399205991998,0.01032976247370243,0.0003959274908993393,0.019897926598787308,10,Modell 12
9.828036127146333e-05,0.009913644753396511,0.000352104427292943,0.018764445558190346,11,Modell 12
8.851765596773475e-05,0.009408381767570972,0.00039673346327617764,0.01991816982626915,12,Modell 12
9.293446055380628e-05,0.009640252217650414,0.0003818065160885453,0.01953987032175064,13,Modell 12
9.505335765425116e-05,0.00974953081458807,0.0003542708291206509,0.01882208324968815,14,Modell 12
8.768764382693917e-05,0.009364168159663677,0.000381637888494879,0.019535554572939873,15,Modell 12
9.133740968536586e-05,0.009557060897350311,0.000340666068950668,0.018457140773534775,16,Modell 12
9.043412865139544e-05,0.009509686380624771,0.0004070407594554126,0.020175250247120857,17,Modell 12
8.539421105524525e-05,0.009240899235010147,0.00033073261147364974,0.018186055123806,18,Modell 12
8.275442814920098e-05,0.009096945635974407,0.000430847896495834,0.020756876096129417,19,Modell 12
9.201280045090243e-05,0.009592330083251,0.0004541340749710798,0.02131042256951332,20,Modell 12
0.0009874766692519188,0.0314241424202919,0.004536706022918224,0.06735507398843765,1,Modell 13
0.00017341290367767215,0.013168632984161377,0.0003977531159762293,0.01994374953210354,2,Modell 13
0.00014871415623929352,0.012194841168820858,0.00041424832306802273,0.02035309188067913,3,Modell 13
0.00012897199485450983,0.011356583796441555,0.0003476444981060922,0.01864522695541382,4,Modell 13
0.00012799387332051992,0.01131343748420477,0.0005914814537391067,0.024320391938090324,5,Modell 13
0.00011268622620264068,0.010615376755595207,0.00039506348548457026,0.019876204431056976,6,Modell 13
0.0001251267094630748,0.011186004616320133,0.0008287071250379086,0.028787273913621902,7,Modell 13
9.31503891479224e-05,0.009651444852352142,0.00047436245949938893,0.02177986316382885,8,Modell 13
7.812874537194148e-05,0.008839046582579613,0.0003101914771832526,0.01761225424706936,9,Modell 13
7.239069964271039e-05,0.008508272469043732,0.00029062145040370524,0.017047623172402382,10,Modell 13
7.400593312922865e-05,0.008602670393884182,0.0004117873904760927,0.02029254473745823,11,Modell 13
7.036023453110829e-05,0.008388101123273373,0.0004119166114833206,0.020295727998018265,12,Modell 13
7.71072373026982e-05,0.008781072683632374,0.00044239210546948016,0.021033119410276413,13,Modell 13
6.99150186846964e-05,0.008361520245671272,0.00046544018550775945,0.02157406322658062,14,Modell 13
6.106179353082553e-05,0.007814204320311546,0.00040754309156909585,0.02018769644200802,15,Modell 13
0.0014799925265833735,0.03847067058086395,0.01065016258507967,0.10319962352514267,1,Modell 14
0.00031506147934123874,0.0177499707788229,0.0017888074507936835,0.042294297367334366,2,Modell 14
0.00020589071209542453,0.014348892495036125,0.0007416344014927745,0.02723296545445919,3,Modell 14
0.0001795492717064917,0.013399600051343441,0.0007883980870246887,0.02807842753827572,4,Modell 14
0.00014259733143262565,0.011941412463784218,0.0007137265638448298,0.026715660467743874,5,Modell 14
0.0001381389010930434,0.01175325084477663,0.000409276777645573,0.02023058943450451,6,Modell 14
0.00013095459144096822,0.011443539522588253,0.0003905941266566515,0.019763454794883728,7,Modell 14
0.00014293983986135572,0.01195574551820755,0.0005455956561490893,0.023357989266514778,8,Modell 14
0.00011911873298231512,0.01091415248811245,0.00042357100755907595,0.020580841228365898,9,Modell 14
0.00011857488425448537,0.010889209806919098,0.00036157804424874485,0.019015206024050713,10,Modell 14
0.0001078036948456429,0.010382856242358685,0.0005128491902723908,0.02264617383480072,11,Modell 14
9.335397044196725e-05,0.00966198556125164,0.0004476766043808311,0.02115836925804615,12,Modell 14
0.00010732637747423723,0.01035984419286251,0.000836131745018065,0.028915943577885628,13,Modell 14
9.739163215272129e-05,0.00986871961504221,0.00039132480742409825,0.0197819322347641,14,Modell 14
8.436304051429033e-05,0.009184935130178928,0.0005274101858958602,0.022965412586927414,15,Modell 14
0.0015692082233726978,0.039613232016563416,0.0020506789442151785,0.04528442397713661,1,Modell 15
0.00040252978214994073,0.020063145086169243,0.006541295908391476,0.08087828010320663,2,Modell 15
0.00023900404630694538,0.015459755435585976,0.001460186904296279,0.03821239247918129,3,Modell 15
0.00019590351439546794,0.013996553607285023,0.000779179681558162,0.027913790196180344,4,Modell 15
0.0001495421602157876,0.01222874317318201,0.00040995367453433573,0.020247312262654305,5,Modell 15
0.000155596062541008,0.012473815120756626,0.00038187106838449836,0.01954152248799801,6,Modell 15
0.0001416303712176159,0.011900856159627438,0.00043314811773598194,0.02081221155822277,7,Modell 15
0.00012800922559108585,0.011314116418361664,0.0003510770038701594,0.018737049773335457,8,Modell 15
0.00012214199523441494,0.011051787063479424,0.0004753468674607575,0.021802451461553574,9,Modell 15
0.00012378551764413714,0.011125894263386726,0.0003537435841280967,0.018808072432875633,10,Modell 15
0.00010977172496495768,0.010477200150489807,0.0004645352310035378,0.021553078666329384,11,Modell 15
0.00010349799413233995,0.010173396207392216,0.00039475393714383245,0.019868414849042892,12,Modell 15
0.00010605510760797188,0.010298306122422218,0.0006938845035620034,0.026341687887907028,13,Modell 15
0.0008930357289500535,0.029883703216910362,0.003470657393336296,0.058912284672260284,1,Modell 16
0.0002569021889939904,0.01602816767990589,0.0010111432056874037,0.031798478215932846,2,Modell 16
0.00018892572552431375,0.013745025731623173,0.0007468966068699956,0.02732940949499607,3,Modell 16
0.00017185280739795417,0.013109263963997364,0.0006125852232798934,0.02475045993924141,4,Modell 16
0.00014946615556254983,0.012225635349750519,0.0005260711768642068,0.022936241701245308,5,Modell 16
0.00013263644359540194,0.01151678990572691,0.0003700692323036492,0.019237183034420013,6,Modell 16
0.00010697949619498104,0.010343089699745178,0.0006589749827980995,0.025670507922768593,7,Modell 16
9.924906771630049e-05,0.009962382726371288,0.000693228212185204,0.026329226791858673,8,Modell 16
0.00010048829426523298,0.01002438459545374,0.0007161012617871165,0.02676006779074669,9,Modell 16
0.00010985383414663374,0.010481118224561214,0.0005631839740090072,0.023731498047709465,10,Modell 16
9.687822603154927e-05,0.009842673316597939,0.0005286205559968948,0.02299175038933754,11,Modell 16
0.0015052980743348598,0.038798172026872635,0.008480248972773552,0.09208826720714569,1,Modell 17
0.00038811942795291543,0.01970074698328972,0.0019244570285081863,0.04386863484978676,2,Modell 17
0.00024270791618619114,0.015579085797071457,0.0004877725732512772,0.02208557352423668,3,Modell 17
0.0002112701185978949,0.014535133726894855,0.0005439273081719875,0.023322248831391335,4,Modell 17
0.00022024134523235261,0.01484053023159504,0.0004310496151447296,0.020761733874678612,5,Modell 17
0.00018101598834618926,0.01345421839505434,0.0004090290458407253,0.020224466919898987,6,Modell 17
0.00017992938228417188,0.013413775712251663,0.00035197375109419227,0.018760964274406433,7,Modell 17
0.00015718919166829437,0.012537511065602303,0.0004288427880965173,0.020708519965410233,8,Modell 17
0.00014636601554229856,0.012098181992769241,0.0004214482905808836,0.020529204979538918,9,Modell 17
0.00016666165902279317,0.012909750454127789,0.0003352775238454342,0.018310584127902985,10,Modell 17
0.00012579218309838325,0.011215711012482643,0.00033704243833199143,0.018358714878559113,11,Modell 17
0.00012697544298134744,0.011268338188529015,0.0004182791744824499,0.020451875403523445,12,Modell 17
0.0001220958074554801,0.011049697175621986,0.0004302638699300587,0.02074280194938183,13,Modell 17
0.00011093777720816433,0.010532700456678867,0.0004469125997275114,0.021140307188034058,14,Modell 17
0.0001081067748600617,0.010397440753877163,0.0002860223758034408,0.016912195831537247,15,Modell 17
9.828835754888132e-05,0.009914048947393894,0.00042044202564284205,0.020504683256149292,16,Modell 17
0.00010782117897178978,0.010383698157966137,0.0003386721946299076,0.01840304769575596,17,Modell 17
0.00010180269600823522,0.010089731775224209,0.000395157840102911,0.019878577440977097,18,Modell 17
0.0001007988685159944,0.010039864107966423,0.00039350270526483655,0.019836902618408203,19,Modell 17
8.828948921291158e-05,0.009396248497068882,0.0004078522324562073,0.020195351913571358,20,Modell 17
0.001447883085347712,0.0380510576069355,0.004634369630366564,0.06807620823383331,1,Modell 18
0.0005061900010332465,0.022498667240142822,0.006338607519865036,0.07961536943912506,2,Modell 18
0.00035095191560685635,0.018733710050582886,0.001844589365646243,0.042948681861162186,3,Modell 18
0.0002615345874801278,0.016172030940651894,0.0018598672468215227,0.0431261770427227,4,Modell 18
0.0002719270996749401,0.016490211710333824,0.0009638026240281761,0.03104517050087452,5,Modell 18
0.00023914087796583772,0.015464180149137974,0.001270150300115347,0.035639166831970215,6,Modell 18
0.0002231440448667854,0.014938007108867168,0.0010737031698226929,0.032767411321401596,7,Modell 18
0.00020462818793021142,0.014304830692708492,0.0013938465854153037,0.03733425587415695,8,Modell 18
0.00017793850565794855,0.013339359313249588,0.0011659401934593916,0.034145865589380264,9,Modell 18
0.00020291456894483417,0.014244808815419674,0.0011523033026605844,0.03394559398293495,10,Modell 18
0.0005186537746340036,0.022773971781134605,0.0005397309432737529,0.0232321098446846,1,Modell 19
0.00015246999100781977,0.012347874231636524,0.0004250219208188355,0.020616060122847557,2,Modell 19
0.00013094527821522206,0.011443132534623146,0.0003967694938182831,0.019919073209166527,3,Modell 19
9.679330105427653e-05,0.009838358499109745,0.0004324573092162609,0.020795607939362526,4,Modell 19
8.298069587908685e-05,0.00910937413573265,0.00046432274393737316,0.02154815010726452,5,Modell 19
8.25231327326037e-05,0.009084224700927734,0.0006155745359137654,0.024810774251818657,6,Modell 19
8.316858293255791e-05,0.00911968108266592,0.0005066244630143046,0.022508319467306137,7,Modell 19
6.902997847646475e-05,0.008308428339660168,0.0009586563101038337,0.030962174758315086,8,Modell 19
0.0010972593445330858,0.033124905079603195,0.010227459482848644,0.1011309027671814,1,Modell 20
0.0002175229456042871,0.014748658984899521,0.0007660973351448774,0.027678463608026505,2,Modell 20
0.0001358879526378587,0.01165709923952818,0.000956755131483078,0.03093145787715912,3,Modell 20
0.00010878618195420131,0.010430061258375645,0.0008607866475358605,0.02933916635811329,4,Modell 20
0.00010766102059278637,0.010375983081758022,0.0006948596565052867,0.02636019140481949,5,Modell 20
9.052120003616437e-05,0.009514262899756432,0.0010229835752397776,0.0319841131567955,6,Modell 20
0.00010410764662083238,0.010203315876424313,0.0014000155497342348,0.03741678223013878,7,Modell 20
9.909051732392982e-05,0.009954421781003475,0.0007011494599282742,0.02647922746837139,8,Modell 20
9.532756666885689e-05,0.009763583540916443,0.0005449815071187913,0.023344838991761208,9,Modell 20
8.277931192424148e-05,0.009098313748836517,0.0006004715687595308,0.0245045218616724,10,Modell 20
7.27323567843996e-05,0.008528326638042927,0.0006967784138396382,0.026396561414003372,11,Modell 20
7.695253589190543e-05,0.008772259578108788,0.00046265250421129167,0.021509358659386635,12,Modell 20
7.524379179812968e-05,0.008674317970871925,0.0004505686811171472,0.021226603537797928,13,Modell 20
6.753733032383025e-05,0.008218109607696533,0.0007196379010565579,0.02682606689631939,14,Modell 20
6.513777043437585e-05,0.008070796728134155,0.0005206194473430514,0.022817086428403854,15,Modell 20
6.717848009429872e-05,0.00819624774158001,0.0005099966074340045,0.02258310467004776,16,Modell 20
6.63075115880929e-05,0.008142942562699318,0.0004320899897720665,0.020786775276064873,17,Modell 20
7.057449693093076e-05,0.008400863036513329,0.0010476375464349985,0.03236722946166992,18,Modell 20
6.678289355477318e-05,0.008172079920768738,0.0004340395680628717,0.020833617076277733,19,Modell 20
7.274419476743788e-05,0.008529020473361015,0.0006097106961533427,0.024692321196198463,20,Modell 20
0.0013374944683164358,0.036571770906448364,0.006953001953661442,0.08338466286659241,1,Modell 21
0.00034032994881272316,0.018448034301400185,0.004215479362756014,0.06492672115564346,2,Modell 21
0.00019596891070250422,0.013998889364302158,0.0023494381457567215,0.04847100377082825,3,Modell 21
0.00015574085409753025,0.01247961726039648,0.0015155477449297905,0.03893003612756729,4,Modell 21
0.00012609806435648352,0.011229339055716991,0.0006279343506321311,0.025058617815375328,5,Modell 21
0.00012325626448728144,0.011102084070444107,0.0005027457373216748,0.02242199145257473,6,Modell 21
0.00010256630048388615,0.010127502493560314,0.0007578198565170169,0.02752852812409401,7,Modell 21
